entry,Base_SMILES,Ligand_SMILES,Solvent_SMILES,Concentration,Lab,yield,Base_Name,Ligand_Name,Solvent_Name
913,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,A,0,Potassium acetate,Methyldiphenylphosphine,Butyl Ester
914,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,A,0.79,Potassium acetate,1268824-69-6,Butyl Ester
915,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,A,4.43,Potassium acetate,JackiePhos,Butyl Ester
916,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,A,14.83,Potassium acetate,SCHEMBL15068049,Butyl Ester
917,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,A,0,Potassium acetate,Me2PPh,Butyl Ester
918,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,A,25,Potassium pivalate,P(2-furyl)3,Butyl Ester
919,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,A,0,Potassium pivalate,Methyldiphenylphosphine,Butyl Ester
920,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,A,8.16,Potassium pivalate,1268824-69-6,Butyl Ester
921,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,A,0,Potassium pivalate,JackiePhos,Butyl Ester
922,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,A,21.51,Potassium pivalate,SCHEMBL15068049,Butyl Ester
923,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,A,0,Potassium pivalate,Me2PPh,Butyl Ester
924,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,A,16.28,Cesium acetate,P(2-furyl)3,Butyl Ester
925,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,A,0,Cesium acetate,Methyldiphenylphosphine,Butyl Ester
926,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,A,2.67,Cesium acetate,1268824-69-6,Butyl Ester
927,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,A,2.69,Cesium acetate,JackiePhos,Butyl Ester
928,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,A,24.59,Cesium acetate,SCHEMBL15068049,Butyl Ester
929,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,A,0,Cesium acetate,Me2PPh,Butyl Ester
930,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,A,14.58,Cesium pivalate,P(2-furyl)3,Butyl Ester
931,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,A,0,Cesium pivalate,Methyldiphenylphosphine,Butyl Ester
932,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,A,8.88,Cesium pivalate,1268824-69-6,Butyl Ester
933,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,A,2.21,Cesium pivalate,JackiePhos,Butyl Ester
934,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,A,17.93,Cesium pivalate,SCHEMBL15068049,Butyl Ester
935,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,A,0,Cesium pivalate,Me2PPh,Butyl Ester
936,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,A,3.63,Potassium acetate,P(2-furyl)3,p-Xylene
937,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,A,0,Potassium acetate,Methyldiphenylphosphine,p-Xylene
938,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,A,0.7,Potassium acetate,1268824-69-6,p-Xylene
939,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,A,4.95,Potassium acetate,JackiePhos,p-Xylene
940,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,A,11.95,Potassium acetate,SCHEMBL15068049,p-Xylene
941,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,A,0,Potassium acetate,Me2PPh,p-Xylene
942,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,A,20.46,Potassium pivalate,P(2-furyl)3,p-Xylene
943,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,A,0,Potassium pivalate,Methyldiphenylphosphine,p-Xylene
944,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,A,4.73,Potassium pivalate,1268824-69-6,p-Xylene
945,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,A,8.98,Potassium pivalate,JackiePhos,p-Xylene
946,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,A,18.9,Potassium pivalate,SCHEMBL15068049,p-Xylene
947,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,A,0,Potassium pivalate,Me2PPh,p-Xylene
948,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,A,20.22,Cesium acetate,P(2-furyl)3,p-Xylene
949,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,A,0,Cesium acetate,Methyldiphenylphosphine,p-Xylene
950,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,A,3.17,Cesium acetate,1268824-69-6,p-Xylene
951,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,A,5.5,Cesium acetate,JackiePhos,p-Xylene
952,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,A,23.05,Cesium acetate,SCHEMBL15068049,p-Xylene
953,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,A,0,Cesium acetate,Me2PPh,p-Xylene
954,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,A,9.6,Cesium pivalate,P(2-furyl)3,p-Xylene
955,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,A,0,Cesium pivalate,Methyldiphenylphosphine,p-Xylene
956,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC1=CC=C(C)C=C1,0.1,A,2.99,Cesium pivalate,1268824-69-6,p-Xylene
957,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC1=CC=C(C)C=C1,0.1,A,7.8,Cesium pivalate,JackiePhos,p-Xylene
958,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC1=CC=C(C)C=C1,0.1,A,8.21,Cesium pivalate,SCHEMBL15068049,p-Xylene
959,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC1=CC=C(C)C=C1,0.1,A,0,Cesium pivalate,Me2PPh,p-Xylene
960,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,B,41.9,Potassium acetate,P(2-furyl)3,DMAc
961,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,B,8.23,Potassium acetate,Methyldiphenylphosphine,DMAc
962,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,B,13.11,Potassium acetate,1268824-69-6,DMAc
963,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,B,75.22,Potassium acetate,JackiePhos,DMAc
964,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,B,80.38,Potassium acetate,SCHEMBL15068049,DMAc
965,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,B,0,Potassium acetate,Me2PPh,DMAc
966,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,B,73.59,Potassium pivalate,P(2-furyl)3,DMAc
967,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,B,8.85,Potassium pivalate,Methyldiphenylphosphine,DMAc
968,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,B,38.15,Potassium pivalate,1268824-69-6,DMAc
969,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,B,50.54,Potassium pivalate,JackiePhos,DMAc
970,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,B,89.76,Potassium pivalate,SCHEMBL15068049,DMAc
971,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,B,0,Potassium pivalate,Me2PPh,DMAc
972,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,B,45.21,Cesium acetate,P(2-furyl)3,DMAc
973,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,B,9.55,Cesium acetate,Methyldiphenylphosphine,DMAc
974,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,B,19.97,Cesium acetate,1268824-69-6,DMAc
975,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,B,41,Cesium acetate,JackiePhos,DMAc
976,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,B,83.25,Cesium acetate,SCHEMBL15068049,DMAc
977,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,B,0,Cesium acetate,Me2PPh,DMAc
978,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC(N(C)C)=O,0.1,B,49.4,Cesium pivalate,P(2-furyl)3,DMAc
979,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC(N(C)C)=O,0.1,B,4.3,Cesium pivalate,Methyldiphenylphosphine,DMAc
980,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CC(N(C)C)=O,0.1,B,40.43,Cesium pivalate,1268824-69-6,DMAc
981,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CC(N(C)C)=O,0.1,B,0,Cesium pivalate,JackiePhos,DMAc
982,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CC(N(C)C)=O,0.1,B,91.11,Cesium pivalate,SCHEMBL15068049,DMAc
983,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CC(N(C)C)=O,0.1,B,0,Cesium pivalate,Me2PPh,DMAc
984,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,B,9.1,Potassium acetate,P(2-furyl)3,Butyornitrile
985,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,B,0,Potassium acetate,Methyldiphenylphosphine,Butyornitrile
986,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,B,14.36,Potassium acetate,1268824-69-6,Butyornitrile
987,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,B,19.82,Potassium acetate,JackiePhos,Butyornitrile
988,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,B,54.67,Potassium acetate,SCHEMBL15068049,Butyornitrile
989,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,B,0,Potassium acetate,Me2PPh,Butyornitrile
990,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,B,46.99,Potassium pivalate,P(2-furyl)3,Butyornitrile
991,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,B,0,Potassium pivalate,Methyldiphenylphosphine,Butyornitrile
992,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,B,43.52,Potassium pivalate,1268824-69-6,Butyornitrile
993,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,B,16.82,Potassium pivalate,JackiePhos,Butyornitrile
994,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,B,76.68,Potassium pivalate,SCHEMBL15068049,Butyornitrile
995,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,B,0,Potassium pivalate,Me2PPh,Butyornitrile
996,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,B,16.19,Cesium acetate,P(2-furyl)3,Butyornitrile
997,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,B,0,Cesium acetate,Methyldiphenylphosphine,Butyornitrile
998,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,B,33.34,Cesium acetate,1268824-69-6,Butyornitrile
999,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,B,26.69,Cesium acetate,JackiePhos,Butyornitrile
1000,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,B,82.33,Cesium acetate,SCHEMBL15068049,Butyornitrile
1001,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,B,0,Cesium acetate,Me2PPh,Butyornitrile
1002,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCC#N,0.1,B,25.08,Cesium pivalate,P(2-furyl)3,Butyornitrile
1003,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCC#N,0.1,B,0,Cesium pivalate,Methyldiphenylphosphine,Butyornitrile
1004,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCC#N,0.1,B,39.42,Cesium pivalate,1268824-69-6,Butyornitrile
1005,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCC#N,0.1,B,11.95,Cesium pivalate,JackiePhos,Butyornitrile
1006,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCC#N,0.1,B,65.69,Cesium pivalate,SCHEMBL15068049,Butyornitrile
1007,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCC#N,0.1,B,0,Cesium pivalate,Me2PPh,Butyornitrile
1008,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,B,9.87,Potassium acetate,P(2-furyl)3,Butyl Ester
1009,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,B,0,Potassium acetate,Methyldiphenylphosphine,Butyl Ester
1010,O=C([O-])C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,B,2.85,Potassium acetate,1268824-69-6,Butyl Ester
1011,O=C([O-])C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,B,7.74,Potassium acetate,JackiePhos,Butyl Ester
1012,O=C([O-])C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,B,41.35,Potassium acetate,SCHEMBL15068049,Butyl Ester
1013,O=C([O-])C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,B,0,Potassium acetate,Me2PPh,Butyl Ester
1014,O=C([O-])C(C)(C)C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,B,18.21,Potassium pivalate,P(2-furyl)3,Butyl Ester
1015,O=C([O-])C(C)(C)C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,B,0,Potassium pivalate,Methyldiphenylphosphine,Butyl Ester
1016,O=C([O-])C(C)(C)C.[K+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,B,20.21,Potassium pivalate,1268824-69-6,Butyl Ester
1017,O=C([O-])C(C)(C)C.[K+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,B,5.98,Potassium pivalate,JackiePhos,Butyl Ester
1018,O=C([O-])C(C)(C)C.[K+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,B,36.23,Potassium pivalate,SCHEMBL15068049,Butyl Ester
1019,O=C([O-])C(C)(C)C.[K+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,B,0,Potassium pivalate,Me2PPh,Butyl Ester
1020,O=C([O-])C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,B,15.72,Cesium acetate,P(2-furyl)3,Butyl Ester
1021,O=C([O-])C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,B,0,Cesium acetate,Methyldiphenylphosphine,Butyl Ester
1022,O=C([O-])C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,B,8.11,Cesium acetate,1268824-69-6,Butyl Ester
1023,O=C([O-])C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,B,3.08,Cesium acetate,JackiePhos,Butyl Ester
1024,O=C([O-])C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,B,45.01,Cesium acetate,SCHEMBL15068049,Butyl Ester
1025,O=C([O-])C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,B,0,Cesium acetate,Me2PPh,Butyl Ester
1026,O=C([O-])C(C)(C)C.[Cs+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CCCCOC(C)=O,0.1,B,14.51,Cesium pivalate,P(2-furyl)3,Butyl Ester
1027,O=C([O-])C(C)(C)C.[Cs+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CCCCOC(C)=O,0.1,B,0,Cesium pivalate,Methyldiphenylphosphine,Butyl Ester
1028,O=C([O-])C(C)(C)C.[Cs+],CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,CCCCOC(C)=O,0.1,B,20.63,Cesium pivalate,1268824-69-6,Butyl Ester
1029,O=C([O-])C(C)(C)C.[Cs+],FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,CCCCOC(C)=O,0.1,B,2.41,Cesium pivalate,JackiePhos,Butyl Ester
1030,O=C([O-])C(C)(C)C.[Cs+],C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CCCCOC(C)=O,0.1,B,24,Cesium pivalate,SCHEMBL15068049,Butyl Ester
1031,O=C([O-])C(C)(C)C.[Cs+],CP(C)C1=CC=CC=C1,CCCCOC(C)=O,0.1,B,0,Cesium pivalate,Me2PPh,Butyl Ester
1032,O=C([O-])C.[K+],P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,CC1=CC=C(C)C=C1,0.1,B,8.45,Potassium acetate,P(2-furyl)3,p-Xylene
1033,O=C([O-])C.[K+],CP(C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=C(C)C=C1,0.1,B,0,Potassium acetate,Methyldiphenylphosphine,p-Xylene
